的,dik7
墣,pok8
墯,do6
墯,fai1
墬,dei6
墡,sin6
墼,gik7
壆,bok8
壎,hyn1
壖,jyn4
壔,dou2
壏,haam5
壒,oi2
圹,kwong3
垆,lou4
壝,wai2
壛,jim4
囍,hei2
夆,fung1
夌,ling4
复,fuk9
夒,naau4
夔,kwai4
夗,jyn3
夗,jyn2
夤,jan4
夬,gwaai3
奀,ngan1
奅,paau3
奓,dza3
奓,dza1
奓,tse1
奓,tsi2
奡,ngou6
奁,lim4
奫,jyn1
奭,sik7
奰,bei6
奲,tse2
奲,do2
奼,tsa3
妤,jy4
妦,fung1
妘,wan4
妗,kam5
妎,gaai3
妢,fan4
妐,dzung1
姒,tsi5
姅,bun3
妵,tau2
姏,maan4
妲,daat8
妲,taan2
姌,jim5
姁,hoey2
姁,hoey1
姞,gat7
姮,hang4
娀,sung1
姱,kwa1
姝,dzy1
姺,sin2
姽,gwai2
姼,si4
姼,tsi2
姤,gau3
娣,dai6
娣,tai5
娉,ping1
娙,jing4
娖,tsuk7
娭,hei1
娭,oi1
婠,wun1
婘,kyn4
婘,gyn3
婕,dzit8
婧,dzing6
婞,hang6
娸,hei1
娵,dzoey1
婐,wo2
婐,o1
婬,jam4
婓,fei4
婓,fei1
婗,ngai4
婄,pau3
婛,ging1
婑,wo2
婑,wo1
娲,wo1
妫,gwai1
媔,min4
媟,sit8
婺,mou6
媢,mou6
媞,tai4
婸,dong6
媦,wai6
婼,tsoek8
婼,joek9
媥,pin1
媕,am1
媮,tau1
媌,maau4
嫇,ming4
嫄,jyn4
媺,mei5
媸,tsi1
媱,jiu4
媵,jing6
媰,tso4
媿,kwai3
嫈,jing1
媻,pun4
媐,hei1
嫖,piu4
嫘,loey4
嫜,dzoeng1
嫮,wu6
嫥,dzyn1
嫕,ai3
嫕,ji3
嫪,lou6
嫚,maan6
嫭,wu6
嫫,mou4
嫳,pit8
嫢,kwai1
嫠,lei4
嫛,ji1
嫟,nik7
嫿,waak9
嫽,liu4
嫷,to5
嫶,tsiu4
嫶,dziu1
嬃,soey1
嬛,hyn1
嬛,waan4
嬛,king4
嫒,oi3
嬐,tsim1
嬖,pei3
嬭,naai5
嬥,tiu5
嬲,nau1
嬲,niu5
嬬,jy4
嬮,jim1
嬮,jim3
嬾,laan5
嬿,jin3
娘,noeng4
孋,lei4
孖,ma1
孛,but9
孛,baak9
孛,bui6
孥,nou4
屘,mei1
孬,bou2
孻,laai1
宁,ning4
宁,tsy5
宄,gwai2
宎,jiu2
宓,mat9
宓,fuk9
宥,jau6
宸,san4
宧,ji4
宭,kwan4
宬,sing4
寁,dzaam2
寀,tsoi2
寪,wai2
寍,ning4
寔,sat9
寑,tsam2
寎,bing2
寖,dzam3
寘,dzi3
寠,goey6
寠,lau4
寣,fu1
寯,dzoen3
寱,ngai6
尃,fu1
尌,sy6
尒,ji5
尕,ga1
尟,sin2
尢,wong1
尢,jau4
尨,mong4
尨,mung4
尨,pong4
尪,wong1
尰,dzung2
尹,wan5
尻,haau1
屄,bei1
屌,diu2
屝,fai6
屝,fei2
屙,o1
屣,saai2
屧,sit8
屦,goey3
屩,goek8
屭,hei3
屭,ai3
屮,tsit8
屴,lik9
屴,lak9
屼,ngat9
屺,hei2
屾,san1
岑,sam4
岍,hin1
岏,jyn4
岈,ha1
岈,nga4
岒,kim4
岊,dzit8
岷,man4
岫,dzau6
岱,doi6
岠,goey6
岵,wu6
岣,gau2
岭,ling4
岭,ling5
岭,leng5
岢,ho2
岪,fat9
岧,tiu4
岝,dzaak8
岥,bei1
岥,pei4
岥,po1
峘,wun4
峛,lei5
峉,ngaak9
峇,ba1
峊,fau6
峆,gap8
峎,gan3
崁,ham3
峬,bou1
峿,ng4
峮,kwan1
峱,naau4
崀,long6
崀,long4
崀,long5
崆,hung1
崤,ngaau4
崧,sung1
崞,gwok8
崋,wa6
崋,wa4
崝,dzang1
崚,ling4
崠,dung3
崌,goey1
崃,loi4
崦,jim1
崒,dzoet7
崒,dzyt9
崣,wai2
崟,jam4
崴,wai1
崴,waai2
嵇,kai1
崷,tsau4
嵫,dzi1
嵁,ham1
崿,ngok9
嵑,hot8
嵑,kit8
嵎,jy4
嵕,dzung1
崺,ji5
嵒,ngaam4
崱,dzak7
嵂,loet9
崶,fung1
嵯,tso1
嵱,jung4
嵊,sing6
嵲,jit9
嵬,ngai4
嵽,dai3
嵺,liu4
嵝,lau5
嵷,sung2
嵾,tsam1
嶍,dzaap9
嵹,koeng4
嶝,dang3
嶔,jam1
崂,lou4
嶒,tsang4
嶢,jiu4
嶓,bo1
嶕,tsiu4
峤,giu6
峤,kiu4
嶜,dzam1
嶡,gwai3
嶡,kyt8
嶚,liu4
嶞,do6
嶱,got8
嶩,naau4
峄,jik9
嶰,haai5
嶮,him2
嶪,jip9
嶨,hok9
嶲,soey2
嶲,soey5
嶭,sit8
嶷,jik9
嶷,ji4
巃,lung4
巇,hei1
巏,kyn4
巑,tsyn4
巘,jin5
巟,fong1
巠,ging1
巽,soen3
帗,fat7
帔,pei3
帟,jik9
帡,ping4
帢,hap7
帣,gyn3
帤,jy4
帩,tsiu3
帨,soey3
帴,dzin2
帴,dzin1
幏,ga3
幎,mik9
幋,pun4
帼,gwok8
幙,mok9
幓,saam1
幩,fan4
幝,tsin2
幠,fu1
幜,ging2
幧,tsiu1
幨,dzim1
幨,tsim1
幦,mik9
帱,tsau4
帱,dou6
幪,mung4
幭,mit9
幮,tsy4
幰,hin2
幵,hin1
幵,gin1
庀,pei2
庂,dzak7
庄,dzong1
庋,gwai2
庋,gei2
庌,nga5
庠,tsoeng4
庢,dzat9
庛,tsi3
庣,tiu1
庥,jau1
庮,jau4
庪,gwai2
庬,pong4
庾,jy5
庹,tok8
庳,pei5
庳,bei1
厩,gau3
廋,sau1
廌,dzi6
廌,dzaai6
廆,gwai1
廆,wai2
廇,lau6
廑,gan2
廑,gan6
廑,kan4
廎,king2
廜,tou4
廕,jam3
廙,ji6
廔,lau4
廞,jam1
廧,tsoeng4
廨,gaai3
廨,haai6
廥,kui2
廥,kui3
廯,sin2
廱,jung1
廾,gung2
廾,je6
廾,ja6
弁,bin6
弁,pun4
异,ji6
弈,jik9
弇,jim2
弋,jik9
弑,si3
弝,ba3
弨,tsiu1
弢,tou1
弣,fu2
弤,dai2
弮,hyn1
弪,ging3
弰,saau1
弶,goeng6
弶,koeng5
弶,dzoeng3
弸,pang4
弸,bang1
彄,kau1
彃,bat7
彉,kwok8
彊,goeng1
彊,goeng6
彊,koeng4
彊,koeng5
彋,wang4
彏,fok8
彔,luk9
彖,toen3
彝,ji4
彧,juk7
雕,diu1
彯,piu1
彳,tsik7
彸,dzung1
彽,dai1
徛,gei3
徯,hai4
徶,pit8
徼,hiu1
徼,giu3
徼,jiu1
徿,lung5
忀,soeng1
忉,tou1
忉,dou1
忕,taai3
忔,ngat9
忔,hat7
忭,bin6
忨,wun6
忮,dzi3
忮,gei6
忳,tyn4
忳,dzoen1
忣,gap7
忺,him1
汹,hung1
忻,jan1
怀,waai4
怫,fat9
怫,fai3
怛,daat8
忞,man4
怭,bit7
怙,wu6
怲,bing2
怋,man5
怊,tsiu1
怊,tiu4
怗,tip8
怳,fong2
怚,dzoey6
怞,jau4
怞,dzau6
怢,dat9
怐,kau3
怮,jau1
怓,naau4
怜,lin4
怜,ling4
恪,kok8
怹,ta1
恔,haau6
恲,paang1
恅,lou5
恓,sai1
恇,hong1
恉,dzi2
恛,wui4
恌,tiu1
恀,tsi2
恂,soen1
汹,hung1
恮,tsyn4
恝,gaat8
恚,wai6
恧,nuk9
悢,loeng6
悢,long5
悁,gyn3
悁,jyn1
悝,fui1
悃,kwan2
悕,hei1
悛,syn1
悗,mun4
悗,mun5
悇,tou4
敦,doen1
悊,dzit8
悐,tik7
悾,hung1
悰,tsung4
悺,gun3
悺,gun2
惓,kyn4
惔,taam4
惏,laam4
惙,dzyt8
惝,tong2
惝,tsong2
惈,gwo2
惛,fan1
悷,lai6
惊,ging1
惀,loey4
愒,koi3
愒,hot8
愒,hei3
惉,dzim1
惌,jyn3
惢,so2
惎,gei6
惄,nik9
愔,jam1
恽,wan6
愊,bik7
愖,sam4
愅,gaak8
惵,dip9
愓,dong6
愓,soeng1
惸,king4
惼,bin2
惾,dzung1
愃,hyn1
愘,kok8
愐,min5
愍,man5
慉,tsuk7
慊,him3
慊,hip8
慅,tsou2
慅,sou1
愲,gwat7
愮,jiu4
慆,tou1
慇,jan1
悫,kok8
慁,wan6
慞,dzoeng1
慱,tyn4
慒,dzou1
慓,piu5
慬,kan4
憀,liu4
慴,dzip8
慺,lau4
慥,tsou3
慥,dzou6
愻,soen3
慝,nik7
慝,tik7
憃,dzung1
憃,tsung1
慹,dzip8
慹,dzap7
憱,tsuk7
憰,gwat7
憉,paang4
憛,taam4
憓,wai6
憯,tsaam2
憭,liu5
愦,kui2
憪,haan4
憪,haan6
憍,giu1
憝,doey6
憖,jan6
懅,koey4
懆,tsou2
懆,tso3
懁,hyn1
懁,gyn1
怿,jik9
憺,daam6
憸,tsim1
懋,mau6
懃,kan4
憼,ging2
懧,no6
懠,tsai4
懥,dzi3
懤,tsau4
懞,mung5
懘,tsit8
懭,kwong3
懪,bok8
懰,lau4
懫,dzi3
懽,fun1
戁,naan5
戃,tong2
戃,tsong2
戄,fok8
戆,ngong6
戆,dzong3
戉,jyt9
戍,sy3
戋,dzin1
戙,dung6
戙,dong6
戢,tsap7
酨,doi6
酨,dzoi6
戣,kwai4
戥,dang2
戥,dang6
戤,koi3
戬,dzin2
戗,tsoeng3
戭,jan5
戭,jin2
戺,si6
戽,fu3
扂,dim3
扃,gwing1
扃,gwing2
扆,ji2
扊,jim5
扑,pok8
扐,lak9
扐,lik7
扜,jy1
扞,hon6
扤,ngaat9
扤,ngat7
扡,to1
扡,tsi2
扦,tsin1
扢,gwat7
扢,ngat9
扠,tsa1
抆,man5
抃,bin6
抌,dam2
抎,wan5
抏,jyn4
抏,waan4
抏,wun6
抇,wat9
扱,kap7
扻,ham2
扻,ham6
扻,dzit8
扺,dzi2
扰,jiu5
扰,jiu2
抈,jyt9
扽,dan6
扲,ngam4
抭,jiu5
抴,jai6
抾,koey1
抾,gip8
抪,bou3
抶,tsik7
抮,dzan2
抰,joeng2
挃,dzat9
挃,dzat7
拫,han4
拫,hang4
拹,hip9
挏,dung6
挌,gaak8
拸,tsi2
拶,dzaat8
挓,dza1
捌,baat8
拲,gung2
挐,jy4
挐,naau4
挐,na4
捖,jyn4
捖,gwaat8
捄,gau3
捄,goey1
挶,guk9
捃,kwan2
揤,dzat7
揤,dzoet7
挹,jap7
挼,no4
挴,mui5
捘,dzyn3
捔,gok8
挭,gaang3
捥,wun2
掊,pau4
捽,dzyt9
捽,dzoet7
捽,tsyt8
掽,pung3
掞,sim3
掭,tim3
掗,a2
掗,a3
掎,gei2
掯,kang3
掜,ngai5
掜,nip9
捼,no4
挻,sin1
挻,saan1
掟,deng3
掁,tsaang4
掍,wan6
掍,gwan2
掔,haan1
掱,pa4
揎,syn1
揥,dai3
揥,tai3
揃,dzin2
揃,dzin1
撝,fai1
揊,bik7
揕,dzam3
揲,dip9
揲,sit9
揵,kin4
掾,jyn6
揝,dzaan6
揜,jim2
揓,to1
揇,naam5
揌,sak7
揈,gwang1
揰,tsung3
揗,soen6
搆,gau3
搆,kau3
揅,jin4
揱,sok8
揱,siu1
揫,dzau1
搒,pang4
搒,pong3
搒,bong2
搉,kok8
搤,ak7
搳,hat9
摃,gong1
搕,hap9
搕,hap7
搘,dzi1
搹,aak7
搷,tin4
搢,dzoen3
搣,mit9
搣,mit7
搦,nik7
搰,wat9
搨,taap8
摁,on3
搊,tsau1
搚,lap9
搋,tsaai1
搛,gim1
搮,loet9
搎,syn1
搴,hin1
摭,dzek8
摛,tsi1
摝,luk9
摴,sy1
摲,saam3
摵,tsik7
摵,saak8
摦,wa6
撦,tse2
摎,gau1
摎,lau4
摋,saat8
摓,fung4
摠,dzung2
摐,tsung1
搿,gaap8
摙,lin5
摷,dziu6
捻,nin2
捻,nin5
捻,nan2
摮,ngou4
摰,jit9
撖,ham1
撖,hon6
撠,gik7
撜,tsaang4
撜,tsing2
撏,tsam4
撋,joen6
撋,no4
撊,haan6
撌,gwai6
挢,giu2
挢,giu6
擗,pik7
擖,jip9
擖,ka1
擖,ga3
擐,gwaan3
擏,king4
擉,tsok8
撽,gik7
撉,doen1
撉,dan3
擙,ngou1
擙,ou1
擭,wok9
摈,ban3
擩,joey5
擩,jy5
擫,jip8
擿,tik7
擿,dzek8
擽,lik7
擸,laap8
擸,laap9
擸,lip9
攐,hin1
攉,fok8
攌,waan5
攌,waan6
攗,kwan2
撄,jing1
攕,tsim1
攓,hin1
攡,tsi1
攠,mei4
攦,lai6
攭,lai5
攲,kei1
攷,haau2
攽,baan1
攽,ban1
敁,dim1
敃,man5
敊,tsuk7
敖,ngou4
敖,ngou6
敔,jy5
敓,dyt9
敪,dzyt8
敜,nip9
敺,au2
敺,koey1
敹,liu4
敻,hing3
敻,hyn3
敿,giu2
斁,jik9
斁,dou3
斌,ban1
斒,baan1
斝,ga2
斞,jy5
斠,gaau3
斠,gok8
斨,tsoeng1
斪,koey4
斮,dzoek8
斲,doek8
斲,dzoek8
斳,kan4
斶,tsuk7
斸,dzuk7
斿,jau4
旆,pui3
旃,dzin1
旄,mou4
旄,mou6
旂,kei4
旍,dzing1
旐,siu6
旒,lau4
旓,saau1
旛,faan1
旝,kui2
旟,jy4
旰,gon3
旰,hon5
旰,hon6
旴,hoey1
旳,dik7
昀,wan4
昕,jan1
昊,hou6
昉,fong2
旼,man4
昄,baan2
昄,baan6
昒,fat7
旻,man4
昃,dzak7
曶,fat7
昱,juk7
昶,tsong2
昡,jyn6
昲,fai1
昜,joeng4
昦,hou6
昢,pui3
昳,dit9
昫,hoey2
昺,bing2
昝,dzaan2
昴,maau5
晅,hyn1
晅,syn2
晁,tsiu4
晟,sing4
晞,hei1
晥,wun5
晡,bou1
晛,jin5
晛,nin6
晜,gwan1
晜,kwan1
晼,jyn2
晬,dzoey3
晻,am2
晱,sim2
朁,tsaam2
晖,fai1
暄,hyn1
暘,joeng4
暍,hot8
暌,kwai4
暐,wai5
暋,man5
暠,gou2
暵,hon3
晔,jip9
暸,liu5
曈,tung4
暾,tan1
曀,ai3
曏,hoeng3
曌,dziu3
曚,mung4
曛,fan1
曨,lung4
曣,jin3
曩,nong5
曭,tong2
曷,hot8
朅,kit8
朄,jan5
朊,gun2
朊,jyn2
朏,fei2
朐,koey4
朒,nuk9
朓,tiu3
朘,syn1
朘,dzoey1
朘,dzoen1
朘,dzyn1
朢,mong6
朣,tung4
术,soet9
朾,ting1
朾,tsaang4
朹,gwai2
朹,kau4
朸,lik9
朸,lak9
朻,gau1
朿,tsi3
朳,pa4
杗,mong4
杅,jy4
杅,jy1
杇,wu1
杙,jik9
杕,dai6
杌,ngat9
杝,tsi2
杝,ji4
枓,dau2
枓,dzy2
杲,gou2
枅,gai1
杬,jyn4
杬,wun6
杬,laam2
枎,fu4
杶,tsoen1
杻,tsau2
杻,nau4
杻,nau5
枘,joey6
构,gau3
构,kau3
枍,jai6
枌,fan4
枟,taan4
枑,wu6
极,gik9
极,kap7
杸,sy4
杹,fa3
枸,gau2
枸,goey2
枰,ping4
柙,haap9
柝,tok8
柒,tsat7
柲,bei3
柈,bun6
枻,jai6
枻,ji6
柸,pui1
柘,dze3
柀,bei2
柅,nei5
柟,naam4
枵,hiu1
柍,joeng1
柍,joeng2
柷,dzuk7
柶,si3
柮,doet7
柣,dit9
柂,ji4
柂,to4
枹,fu1
柎,fu1
柧,gu1
柰,noi6
枲,saai2
枲,sai2
柺,gwaai2
柊,dung1
柃,ling4
栘,ji4
栟,bing1
栚,dzam6
栲,haau2
栳,lou5
栻,tsik7
栻,sik7
桋,ji4
栖,tsai1
栱,gung2
栵,lai6
栫,dzin3
栭,ji4
桄,gwong1
桄,gwong3
栴,dzin1
栝,kut8
栒,soen1
栒,soen2
栒,tsoen4
栔,kai3
梱,kwan2
梃,ting5
栀,dzi1
梡,fun2
梂,kau4
桹,long4
梐,bai6
梜,gaap8
桭,san4
桮,bui1
梮,guk9
梫,tsam1
梫,tsaam1
楖,dzik7
桯,ting1
梣,sam4
梩,lei4
桵,joey1
梲,dzyt8
桼,tsat7
桫,so1
桲,but9
梪,dau6
梀,saak8
桱,ging3
梠,loey5
楮,tsy2
楮,tsy5
椌,hong1
棓,paang5
棓,pau2
棓,bui6
棓,pui5
棓,pui4
椄,dzip8
棜,jy3
椪,pung3
棬,hyn1
枨,tsaang4
棷,dzau1
棷,sau2
棫,wik9
棶,loi4
椓,doek8
椐,goey1
棳,dzyt8
棡,gong1
棡,gong3
椇,goey2
椈,guk7
梴,tsin1
椑,bei1
椑,pei4
棯,nim1
棯,nim6
棯,nin2
棸,dzau1
棐,fei2
棽,tsam1
棽,sam1
棨,kai2
椋,loeng4
椊,tsyt8
椗,ding3
棦,dzaang1
棑,paai4
棔,fan1
椥,dzi1
桢,dzing1
楛,fu2
楛,wu6
楟,ting4
椸,ji4
楎,fai1
楎,wan4
楢,jau4
楱,dzoen1
楅,bik7
楪,jip9
楪,dip9
楗,gin6
楙,mau6
楺,jau4
楈,soey1
楉,joek9
椵,ga2
椵,ga1
楬,kit8
楬,hat7
椳,wui1
楥,hyn3
楥,jyn4
棰,tsoey4
棰,dzoey1
楸,tsau1
椴,dyn6
楩,pin4
楀,jy5
楯,soen5
楯,toen5
匾,pin4
楶,dzit8
楘,muk9
楘,mou6
椷,gaam1
楜,wu4
榫,soen2
榣,jiu4
榱,tsoey1
榠,ming4
榰,dzi1
榬,jyn4
榼,hap9
榑,fu4
榎,ga2
榍,sit8
榾,gwat7
榯,si4
桤,hei1
桤,kei1
槄,tou1
榤,git9
槊,sok8
杩,ma6
杩,ma5
槂,syn1
榥,fong2
樗,sy1
槥,soey6
槥,wai6
槸,ngai6
樕,tsuk7
槱,jau5
樠,mun4
槿,gan2
槬,wa6
槢,dzaap9
樛,gau1
樝,dza1
槾,maan6
樧,saat8
槲,huk9
槮,sam1
槮,sam2
樔,tsaau4
樔,dziu2
槷,jit9
椠,tsim3
槻,kwai1
槼,kwai1
樘,tong4
樏,loey4
樖,po1
桡,naau4
桡,naau6
桡,ling4
樴,dzik7
橦,tsong4
橦,tung4
橉,loen6
橧,dzang1
樲,ji6
樾,jyt9
橝,taam2
橑,lou5
橑,liu4
樨,sai1
橚,suk7
樻,gwai6
樿,sin6
樿,dzin2
橁,tsoen1
橪,jim5
橤,joey5
橐,tok8
樼,dzoen1
橞,wai6
橕,tsaang1
橆,mou4
檗,baak8
檗,paak8
檠,king4
檍,jik7
檥,ngai5
檟,ga2
檛,dza1
檡,dzaak9
檞,gaai2
檞,haai5
檇,dzoey3
檎,kam4
檕,hai6
檃,jan2
檨,tse1
檑,loey4
橿,goeng1
檚,tso2
櫂,dzaau6
檮,tou4
櫅,dzai1
檽,nau6
櫡,dzoek8
櫡,dzy6
櫆,fui1
檴,wok9
槠,dzy1
櫠,fai3
櫌,jau1
櫑,loey4
櫑,loey5
櫋,min4
櫜,gou1
櫐,loey5
櫍,dzat7
橼,jyn4
榇,tsan3
栊,lung4
櫰,waai4
枥,lik7
栌,lou4
櫹,siu1
櫮,ngok9
欂,bok8
欂,bok9
櫼,tsim1
櫼,dzim1
欃,tsaam4
欐,lai6
欑,tsyn4
栾,lyn4
椤,lo4
欓,dong2
欘,dzuk7
欙,loey4
欞,ling4
欨,hoey2
欬,kat7
欬,koi3
欬,hoi4
欱,hap7
欱,hap9
欱,hot8
欶,sok8
欶,tsuk7
欹,ji1
欹,kei1
欻,fat7
欻,tsa3
欻,tsuk7
欿,ham2
歅,jan1
歂,tsyn2
歂,tsyn4
歈,jy4
歁,dzam3
歊,hiu1
歍,wu1
歋,je4
歑,fu1
歙,kap7
歙,sip8
歕,pan3
歕,fan5
歕,pan1
歜,tsuk7
欤,jy4
歠,dzyt8
歭,tsi4
歭,dzi6
殀,jiu2
歾,man5
歾,mut9
殄,tin5
肂,si3
殈,gwik7
殑,ging6
殑,king4
殗,jip8
殙,fan1
殛,gik7
殟,wan1
殠,tsau3
殇,soeng1
殥,jan4
殣,gan2
殣,gan6
殢,tai3
殪,ji3
僵,goeng1
殰,duk9
殳,sy4
殶,dzy3
肴,ngaau4
毃,haau1
毈,dyn6
毇,wai2
毉,ji1
毌,gun3
毐,oi2
毓,juk7
毘,bei2
毘,pei4
毚,tsaam4
毦,ji6
毦,nei6
毨,sin2
毣,muk9
毢,soi1
毧,jung4
毰,pui4
毳,tsoey3
毻,to3
毼,hot8
毷,mou6
毸,soi1
毾,taap8
氀,loey4
毵,saam1
氂,lei4
氄,jung5
氃,tung4
氉,tsou3
氉,so3
氋,mung4
氐,dai1
氐,dai2
气,hei3
氕,pit8
氖,naai5
氠,san1
氥,sai1
氪,hak7
汃,paak8
汃,ban1
氿,gwai2
污,wu1
汍,jyn4
氽,tsyn1
汒,mong4
汜,tsi5
汏,daai6
汋,dzoek8
汋,tsoek8
汋,joek9
沅,jyn4
沆,hong4
沍,wu6
沔,min5
沘,bei2
沂,ji4
汸,pong4
汸,fong1
汧,hin1
汫,dzeng2
沄,wan4
沋,jau4
汯,wang4
汩,gwat7
汩,wat9
沚,dzi2
汭,joey6
沇,jin5
沕,mat9
沜,pun3
汳,bin6
泗,si3
泜,dzi1
泜,dzi6
泜,tsi4
泠,ling4
泬,hyt8
泬,kyt8
泫,jyn5
泮,pun3
泙,paang1
沭,soet9
泧,jyt9
泐,lak9
泂,gwing2
沺,tin4
泃,goey3
泃,koey1
泃,gau1
泆,jat9
泭,fu1
泲,dzai3
泲,dzi2
泲,dzai2
泝,sou3
沊,dam2
泞,ning6
泇,ga1
沰,tok8
泑,jau2
洹,wun4
洹,jyn4
洧,fui2
洧,wai5
洸,gwong1
洵,soen1
洎,gei3
洎,gei6
洎,kei3
洫,gwik7
洫,kwik7
洨,ngaau4
洨,haau4
洴,ping4
洭,hong1
洟,ji4
洟,tai3
洿,wu1
洊,dzin3
泚,tsi2
洳,jy6
洙,dzy1
洙,sy4
洺,ming4
洚,gong3
洑,fuk9
洀,dzau1
洀,pun4
洁,git8
洏,ji4
洇,jan1
涊,nin5
浃,dzip8
浃,gaap8
浥,jap7
浺,tsung1
浣,wun5
浣,wun2
浤,wang4
浶,lou4
浡,but9
涒,tan1
浢,dau6
浭,gang1
浭,gaang3
浯,ng4
涑,tsuk7
淯,juk9
浿,bui3
涆,hon6
浠,hei1
涗,soey3
浰,lin6
浰,lei6
浟,jau4
浟,dik9
涂,tou4
涘,dzi6
涮,saan3
涮,syn3
渚,dzy2
淄,dzi1
涪,fau4
涫,gun3
涴,wo3
涴,jyn1
涴,jyn2
涳,hung1
湴,baan6
涬,hang6
淩,ling4
淢,wik9
淢,gwik7
淢,kwik7
涷,dung1
涷,dung3
涞,loi4
淈,gwat7
淠,pei3
淟,tin2
涾,taap8
淜,pang4
淜,ping1
淜,paang4
淝,fei4
淛,dzit8
淴,fat7
淊,jim1
涽,fan1
淰,naam5
淰,nam4
淰,sam2
淏,hou6
渥,ak7
湣,man5
湲,wun4
湲,jyn4
湩,dung3
湩,dung6
湩,dzung3
湟,wong4
淼,miu5
湆,jap7
湇,jap7
渟,ting4
沩,gwai1
渼,mei5
渽,dzoi1
湅,lin6
湢,bik7
湝,gaai1
渜,nyn5
渳,mai5
湋,wai4
湋,wai5
湑,soey2
湑,soey1
渻,saang2
渻,sing2
渃,joek9
浈,dzing1
湨,gwik7
湜,dzik9
湜,sat9
湡,jy4
渨,wui1
湱,waak9
渹,gwang1
渢,fung4
渢,fung1
渰,jim2
渰,jim1
湓,pun4
渧,dai3
溘,hap9
溼,sap7
溧,loet9
滈,hou6
溏,tong4
滀,tsuk7
溟,ming4
溓,lim4
溓,lim5
溔,jiu5
溠,dza3
溱,dzoen1
滆,gaak8
滁,tsoey4
滁,tsy4
滉,fong2
溷,wan6
滍,dzi6
滍,dzi3
溦,mei4
滏,fu2
滃,jung2
滘,gaau3
溎,gwai3
溳,wan4
溮,si1
漯,loey5
漯,lo4
漯,taap8
漯,lok8
卤,lou5
荥,jing4
滵,mat9
滱,kau3
漃,dzik9
漥,wa1
漷,kwok8
滻,tsaan2
漮,hong1
潎,pit8
漙,tyn4
漧,gon1
漘,soen4
漻,liu4
漻,lau4
滭,bat7
漊,lau4
漶,waan6
滹,fu1
滮,biu1
漭,mong5
潀,tsung4
潀,dzung1
漰,paang1
漼,tsoey2
漼,tsoey1
溆,dzoey6
滫,sau2
滫,sau1
滫,sau3
漎,tsung4
漎,sung2
潃,sau3
滶,ngou4
漈,dzai3
潠,soen3
潟,sik7
潁,wing6
漦,lei4
潾,loen4
濆,pan3
濆,fan4
澒,hung6
澍,sy6
澉,gam2
澌,si1
潏,wat9
潏,kyt8
潬,sin5
澄,tsing4
潕,mou5
潲,saau3
潲,siu6
潒,dong6
澔,hou6
潝,jap7
潫,waan1
澐,wan4
潩,ji6
涠,wai4
滗,bat7
滗,bei3
濂,lim4
澧,lai5
澶,sin4
澦,jy6
渑,man5
渑,sing4
澴,waan4
澭,jung1
濋,tso2
澣,wun5
濇,sik7
濇,saap8
濇,sap7
濇,gip8
澼,pik7
濎,ding2
濎,ting5
濈,tsap7
潞,lou6
濄,wo1
澽,goey6
澽,goey3
濊,wai3
濊,kut8
澨,sai6
瀄,dzit8
瀄,dzit7
澥,haai5
浍,kui2
澺,jik7
濉,soey1
澯,tsaan3
澰,lim6
濠,hou4
濩,wok9
濩,wu6
濮,buk9
潍,wai4
泶,hok9
濴,jing4
濔,nei5
濔,mei4
濜,dzoen6
濦,jan2
濞,pei3
濲,guk7
瀇,wong2
瀌,biu1
瀍,tsin4
瀁,joeng6
滢,jing4
滢,jing3
瀔,guk7
濿,lai6
泺,lok9
泺,pok8
瀛,jing4
瀙,tsan3
泷,lung4
泷,soeng1
潆,jing4
瀫,huk9
瀡,soey5
瀣,haai6
瀜,jung4
潋,lim6
瀼,joeng4
瀵,fan3
瀯,jing4
瀷,jik9
瀴,jing1
瀴,jing2
瀱,gai3
灂,dzok9
灂,dziu3
瀸,dzim1
瀸,tsim1
瀿,faan4
瀺,tsaam4
瀹,joek9
沣,fung1
滠,sip8
灊,tsim4
灊,tsam4
灈,koey4
灉,jung1
灅,loey5
灕,lei4
灒,dzaan3
灛,dzin2
灞,ba3
灡,laan4
灏,hou6
灠,laam5
灠,laam6
灢,nong5
灨,gam3
滟,jim6
灴,hung3
灺,se2
灺,se3
炘,jan1
炅,gwing2
炅,gwai6
炓,liu6
炓,tau3
炆,man4
炆,man1
炤,dziu3
炱,toi4
炰,paau4
炵,dung1
烜,hyn2
烜,hyn1
烝,dzing1
烋,haau1
烋,jau1
缹,fau2
烢,dzaak9
烔,tung4
烚,hap9
烚,saap9
烺,long5
焗,guk9
烃,ting1
焌,dzoen3
焌,tsoet7
烰,fau4
焄,fan1
焐,ng6
焓,ham4
焂,suk7
焜,gwan1
焠,tsoey3
焠,soey6
焞,toey1
焞,toen1
焞,soen4
焯,tsoek8
焯,dzoek8
烻,jin3
焮,jan3
焮,jan1
焱,jim6
煜,juk7
煖,nyn5
煖,hyn1
煇,fai1
煇,wan6
煇,fan1
煔,sim2
炜,wai5
煣,jau2
煣,jau5
煠,dza3
煁,sam4
煁,nam4
煝,mei6
茕,king4
煲,bou1
煸,bin1
煸,pin1
煋,sing3
煟,wai6
煍,tsiu2
煚,gwing2
熇,hok8
熇,hiu1
熇,haau2
熀,fong2
熅,wan1
熅,wan2
熅,wat7
煻,tong4
熗,tsoeng3
熲,gwing2
熯,jin5
熯,hon2
熯,hon3
熯,naan5
熛,biu1
熰,au1
